DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,State,Region,Division,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
682 - RENAL FAILURE W MCC,320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87102,NM - Albuquerque,32,37823.56,10071.84,8678.0
682 - RENAL FAILURE W MCC,320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,New Mexico,West,Mountain,88011,TX - El Paso,28,52838.0,10762.64,10142.85
682 - RENAL FAILURE W MCC,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87106,NM - Albuquerque,54,29372.79,11198.01,10497.01
682 - RENAL FAILURE W MCC,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,GALLUP,NM,New Mexico,West,Mountain,87301,NM - Albuquerque,32,18614.03,10052.0,8961.34
682 - RENAL FAILURE W MCC,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,New Mexico,West,Mountain,88011,TX - El Paso,31,33140.32,9454.38,8874.25
682 - RENAL FAILURE W MCC,330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,New York,Northeast,Middle Atlantic,11691,NY - East Long Island,15,44660.46,15746.6,14634.86
682 - RENAL FAILURE W MCC,330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,New York,Northeast,Middle Atlantic,12204,NY - Albany,18,21994.16,9975.77,9413.33
682 - RENAL FAILURE W MCC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,New York,Northeast,Middle Atlantic,12401,NY - Albany,24,50126.83,12648.91,11828.79
682 - RENAL FAILURE W MCC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,New York,Northeast,Middle Atlantic,14210,NY - Buffalo,86,27072.47,13152.23,12239.65
682 - RENAL FAILURE W MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,New York,Northeast,Middle Atlantic,10701,NY - White Plains,29,13938.65,14297.1,13697.58
682 - RENAL FAILURE W MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,New York,Northeast,Middle Atlantic,10456,NY - Bronx,42,17102.61,22949.19,22440.33
682 - RENAL FAILURE W MCC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,New York,Northeast,Middle Atlantic,13905,NY - Binghamton,25,15228.84,9041.6,8415.36
682 - RENAL FAILURE W MCC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,New York,Northeast,Middle Atlantic,12208,NY - Albany,66,57550.24,17112.27,13141.96
682 - RENAL FAILURE W MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,New York,Northeast,Middle Atlantic,11418,NY - East Long Island,28,21458.71,19136.92,18240.35
682 - RENAL FAILURE W MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11229,NY - Manhattan,33,29792.72,15588.21,14606.24
682 - RENAL FAILURE W MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,New York,Northeast,Middle Atlantic,12601,NY - Albany,97,51669.75,11772.8,10638.75
682 - RENAL FAILURE W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10029,NY - Manhattan,159,38775.58,19920.75,18204.18
682 - RENAL FAILURE W MCC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,New York,Northeast,Middle Atlantic,11554,NY - East Long Island,28,42082.6,23181.07,22357.96
682 - RENAL FAILURE W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,New York,Northeast,Middle Atlantic,10304,NY - Manhattan,30,51792.56,16667.93,15833.33
682 - RENAL FAILURE W MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,New York,Northeast,Middle Atlantic,11706,NY - East Long Island,40,49424.8,13723.02,13153.97
682 - RENAL FAILURE W MCC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,New York,Northeast,Middle Atlantic,13503,NY - Elmira,57,34705.1,11181.42,10559.77
682 - RENAL FAILURE W MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,New York,Northeast,Middle Atlantic,11743,NY - East Long Island,59,42917.16,11192.55,9841.98
682 - RENAL FAILURE W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10025,NY - Manhattan,98,47249.45,18974.75,17806.1
682 - RENAL FAILURE W MCC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,New York,Northeast,Middle Atlantic,12010,NY - Albany,22,23634.0,9659.72,8999.59
682 - RENAL FAILURE W MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,New York,Northeast,Middle Atlantic,11355,NY - East Long Island,58,43253.6,16338.7,15512.06
682 - RENAL FAILURE W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11201,NY - Manhattan,36,32057.66,21080.33,20414.13
682 - RENAL FAILURE W MCC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,New York,Northeast,Middle Atlantic,12208,NY - Albany,58,34811.6,9128.03,8467.75
682 - RENAL FAILURE W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,New York,Northeast,Middle Atlantic,10467,NY - Bronx,184,65359.88,20632.71,19537.19
682 - RENAL FAILURE W MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,New York,Northeast,Middle Atlantic,10708,NY - White Plains,39,43966.38,11978.46,10427.89
682 - RENAL FAILURE W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10038,NY - Manhattan,14,24779.5,20175.07,19456.5
682 - RENAL FAILURE W MCC,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,New York,Northeast,Middle Atlantic,14302,NY - Buffalo,12,21441.33,12731.58,12168.25
682 - RENAL FAILURE W MCC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,New York,Northeast,Middle Atlantic,12601,NY - Albany,23,66468.0,13966.95,13334.04
682 - RENAL FAILURE W MCC,330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,New York,Northeast,Middle Atlantic,14020,NY - Buffalo,11,18343.27,9391.0,9085.18
682 - RENAL FAILURE W MCC,330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,New York,Northeast,Middle Atlantic,14424,NY - Rochester,12,12171.83,8236.25,7486.91
682 - RENAL FAILURE W MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,New York,Northeast,Middle Atlantic,14214,NY - Buffalo,33,29597.81,11021.03,10020.27
682 - RENAL FAILURE W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,New York,Northeast,Middle Atlantic,10451,NY - Bronx,36,12098.55,22243.44,21478.38
682 - RENAL FAILURE W MCC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,New York,Northeast,Middle Atlantic,10550,NY - White Plains,18,22301.61,15262.61,14703.72
682 - RENAL FAILURE W MCC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,New York,Northeast,Middle Atlantic,14905,NY - Elmira,16,29393.81,10286.12,9500.25
682 - RENAL FAILURE W MCC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,New York,Northeast,Middle Atlantic,12534,NY - Albany,16,17894.56,9445.5,8598.5
682 - RENAL FAILURE W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10021,NY - Manhattan,264,49445.1,18850.67,17533.26
682 - RENAL FAILURE W MCC,330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,New York,Northeast,Middle Atlantic,14217,NY - Buffalo,26,26492.26,9057.57,8195.46
682 - RENAL FAILURE W MCC,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,New York,Northeast,Middle Atlantic,14760,NY - Buffalo,24,12693.87,10057.79,8133.25
682 - RENAL FAILURE W MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,New York,Northeast,Middle Atlantic,10960,NJ - Hackensack,33,42125.63,11812.72,11007.57
682 - RENAL FAILURE W MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,New York,Northeast,Middle Atlantic,11030,NY - East Long Island,120,71898.6,17084.87,15200.24
682 - RENAL FAILURE W MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,New York,Northeast,Middle Atlantic,11901,NY - East Long Island,29,54023.2,11985.17,11229.51
682 - RENAL FAILURE W MCC,330108,"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,New York,Northeast,Middle Atlantic,14902,NY - Elmira,15,20635.46,10100.13,9408.46
682 - RENAL FAILURE W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10021,NY - Manhattan,50,94372.46,16851.42,16030.34
682 - RENAL FAILURE W MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14621,NY - Rochester,51,22185.11,11880.72,11260.76
682 - RENAL FAILURE W MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,New York,Northeast,Middle Atlantic,10940,NY - White Plains,77,51520.7,11926.79,10416.49
682 - RENAL FAILURE W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,New York,Northeast,Middle Atlantic,10461,NY - Bronx,37,29114.64,23684.62,22681.05
682 - RENAL FAILURE W MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,New York,Northeast,Middle Atlantic,11373,NY - East Long Island,27,50751.03,26500.74,24304.44
682 - RENAL FAILURE W MCC,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,New York,Northeast,Middle Atlantic,12771,NJ - Morristown,12,49130.16,12890.16,12329.5
682 - RENAL FAILURE W MCC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,New York,Northeast,Middle Atlantic,13326,NY - Albany,26,33465.96,15680.46,15334.65
682 - RENAL FAILURE W MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,New York,Northeast,Middle Atlantic,13203,NY - Syracuse,64,28035.1,11719.23,10954.32
682 - RENAL FAILURE W MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,New York,Northeast,Middle Atlantic,11772,NY - East Long Island,73,67826.27,12294.72,11565.16
682 - RENAL FAILURE W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11201,NY - Manhattan,39,32657.41,18307.89,16790.97
682 - RENAL FAILURE W MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,New York,Northeast,Middle Atlantic,12308,NY - Albany,65,33882.55,10360.21,8985.64
682 - RENAL FAILURE W MCC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,New York,Northeast,Middle Atlantic,13601,NY - Syracuse,51,32287.25,15755.5,14435.56
682 - RENAL FAILURE W MCC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,New York,Northeast,Middle Atlantic,10901,NJ - Ridgewood,47,54374.78,12892.1,12036.34
682 - RENAL FAILURE W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,New York,Northeast,Middle Atlantic,10305,NY - Manhattan,95,42926.75,15748.49,15189.84
682 - RENAL FAILURE W MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,New York,Northeast,Middle Atlantic,10549,NY - White Plains,40,34693.17,14410.82,12181.22
682 - RENAL FAILURE W MCC,330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,New York,Northeast,Middle Atlantic,14094,NY - Buffalo,11,20739.81,10772.72,10155.27
682 - RENAL FAILURE W MCC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14620,NY - Rochester,33,12845.48,10840.27,8473.78
682 - RENAL FAILURE W MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,New York,Northeast,Middle Atlantic,11501,NY - East Long Island,66,69417.83,16203.4,13764.98
682 - RENAL FAILURE W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10003,NY - Manhattan,140,61922.59,19924.45,18736.26
682 - RENAL FAILURE W MCC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,New York,Northeast,Middle Atlantic,12180,NY - Albany,15,25318.53,9699.6,8614.26
682 - RENAL FAILURE W MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,New York,Northeast,Middle Atlantic,11542,NY - East Long Island,24,34300.45,11833.2,10593.58
682 - RENAL FAILURE W MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,New York,Northeast,Middle Atlantic,11576,NY - East Long Island,31,54455.54,11503.67,10750.09
682 - RENAL FAILURE W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,New York,Northeast,Middle Atlantic,10802,NY - Bronx,23,38849.04,18409.34,17944.56
682 - RENAL FAILURE W MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,New York,Northeast,Middle Atlantic,11777,NY - East Long Island,79,59149.4,11564.45,10000.91
682 - RENAL FAILURE W MCC,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,New York,Northeast,Middle Atlantic,14092,NY - Buffalo,17,16847.7,9677.0,8885.47
682 - RENAL FAILURE W MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,New York,Northeast,Middle Atlantic,12801,NY - Albany,80,21203.88,9063.17,8343.92
682 - RENAL FAILURE W MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,New York,Northeast,Middle Atlantic,11355,NY - East Long Island,47,29656.55,18407.42,17278.19
682 - RENAL FAILURE W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11219,NY - Manhattan,107,82819.0,24403.26,23590.37
682 - RENAL FAILURE W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,New York,Northeast,Middle Atlantic,11040,NY - East Long Island,76,79141.56,21147.34,19841.15
682 - RENAL FAILURE W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11235,NY - Manhattan,54,32774.18,20701.24,19868.61
682 - RENAL FAILURE W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,New York,Northeast,Middle Atlantic,11572,NY - East Long Island,71,58413.6,13565.28,12117.73
682 - RENAL FAILURE W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11203,NY - Manhattan,44,48214.63,15563.45,14651.34
682 - RENAL FAILURE W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11203,NY - Manhattan,31,28453.19,23514.38,22647.22
682 - RENAL FAILURE W MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,New York,Northeast,Middle Atlantic,13210,NY - Syracuse,106,21904.23,12132.31,11182.45
682 - RENAL FAILURE W MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10016,NY - Manhattan,33,29087.81,23151.57,22541.9
682 - RENAL FAILURE W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,New York,Northeast,Middle Atlantic,10701,NY - White Plains,65,49612.53,15773.38,14984.0
682 - RENAL FAILURE W MCC,330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,New York,Northeast,Middle Atlantic,13669,NY - Syracuse,16,16114.68,10063.68,9218.68
682 - RENAL FAILURE W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10016,NY - Manhattan,58,66018.56,18174.18,17554.72
682 - RENAL FAILURE W MCC,330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,New York,Northeast,Middle Atlantic,13440,NY - Syracuse,15,20034.86,9048.53,8296.0
682 - RENAL FAILURE W MCC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,New York,Northeast,Middle Atlantic,14215,NY - Buffalo,31,31803.32,18308.38,16695.67
682 - RENAL FAILURE W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11237,NY - Manhattan,42,33413.9,18537.85,17534.38
682 - RENAL FAILURE W MCC,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRING,NY,New York,Northeast,Middle Atlantic,12866,NY - Albany,14,39924.92,11904.85,9470.21
682 - RENAL FAILURE W MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,New York,Northeast,Middle Atlantic,11561,NY - Manhattan,17,54756.47,13817.0,13034.58
682 - RENAL FAILURE W MCC,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14626,NY - Rochester,26,20802.8,10164.38,9319.69
682 - RENAL FAILURE W MCC,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,New York,Northeast,Middle Atlantic,11432,NY - East Long Island,20,23093.65,20092.25,18891.0
682 - RENAL FAILURE W MCC,330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,TROY,NY,New York,Northeast,Middle Atlantic,12180,NY - Albany,33,33992.15,9637.21,8920.69
682 - RENAL FAILURE W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11212,NY - Manhattan,34,27388.23,19773.64,19012.58
682 - RENAL FAILURE W MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,New York,Northeast,Middle Atlantic,10595,NY - White Plains,28,93217.0,27438.1,26661.14
682 - RENAL FAILURE W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11215,NY - Manhattan,89,29662.05,17701.55,17095.98
682 - RENAL FAILURE W MCC,330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,New York,Northeast,Middle Atlantic,14701,PA - Erie,14,18328.21,9084.0,8219.35
682 - RENAL FAILURE W MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10037,NY - Manhattan,24,17689.45,22780.66,22216.0
682 - RENAL FAILURE W MCC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,New York,Northeast,Middle Atlantic,13210,NY - Syracuse,31,37520.35,16389.09,15565.58
682 - RENAL FAILURE W MCC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,New York,Northeast,Middle Atlantic,13501,NY - Elmira,30,22364.13,9917.0,9123.7
682 - RENAL FAILURE W MCC,330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,New York,Northeast,Middle Atlantic,11777,NY - East Long Island,31,70770.38,14323.8,10515.35
682 - RENAL FAILURE W MCC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,New York,Northeast,Middle Atlantic,12901,VT - Burlington,25,29428.28,13127.08,12348.56
682 - RENAL FAILURE W MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,New York,Northeast,Middle Atlantic,11570,NY - East Long Island,30,34781.9,12522.9,10316.5
682 - RENAL FAILURE W MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,New York,Northeast,Middle Atlantic,10591,NY - White Plains,33,44179.87,13697.24,13148.57
682 - RENAL FAILURE W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,New York,Northeast,Middle Atlantic,12550,NY - White Plains,80,43070.1,11851.85,11184.12
682 - RENAL FAILURE W MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,New York,Northeast,Middle Atlantic,10567,NY - White Plains,33,47999.3,12736.18,12056.93
682 - RENAL FAILURE W MCC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,New York,Northeast,Middle Atlantic,10512,CT - New Haven,48,43587.45,11247.22,10557.85
682 - RENAL FAILURE W MCC,330277,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,New York,Northeast,Middle Atlantic,14830,PA - Sayre,31,15382.64,9051.83,8263.8
682 - RENAL FAILURE W MCC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,New York,Northeast,Middle Atlantic,14220,NY - Buffalo,26,22424.07,9315.11,8492.8
682 - RENAL FAILURE W MCC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14642,NY - Rochester,64,25121.35,16215.82,13352.82
682 - RENAL FAILURE W MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,New York,Northeast,Middle Atlantic,11795,NY - East Long Island,59,65509.01,12472.57,11014.98
682 - RENAL FAILURE W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,New York,Northeast,Middle Atlantic,10601,NY - White Plains,39,34409.66,11428.64,10158.3
682 - RENAL FAILURE W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11220,NY - Manhattan,53,37456.86,20902.62,19828.05
682 - RENAL FAILURE W MCC,330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,New York,Northeast,Middle Atlantic,14850,NY - Rochester,13,13317.69,9782.69,9267.61
682 - RENAL FAILURE W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,New York,Northeast,Middle Atlantic,10461,NY - Bronx,22,31769.13,12821.09,12079.36
682 - RENAL FAILURE W MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,New York,Northeast,Middle Atlantic,11803,NY - East Long Island,41,43690.58,12216.09,10881.46
682 - RENAL FAILURE W MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,New York,Northeast,Middle Atlantic,11714,NY - East Long Island,37,43574.29,11297.89,10683.51
682 - RENAL FAILURE W MCC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,New York,Northeast,Middle Atlantic,11968,NY - East Long Island,11,39340.9,12883.27,12068.72
682 - RENAL FAILURE W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11203,NY - Manhattan,40,22552.55,20842.65,19427.55
682 - RENAL FAILURE W MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,New York,Northeast,Middle Atlantic,11375,NY - East Long Island,34,47318.05,14809.35,13500.61
682 - RENAL FAILURE W MCC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,New York,Northeast,Middle Atlantic,11580,NY - East Long Island,13,57221.3,11929.92,11151.15
682 - RENAL FAILURE W MCC,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,New York,Northeast,Middle Atlantic,10467,NY - Bronx,12,37564.41,25429.83,21243.33
682 - RENAL FAILURE W MCC,330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,New York,Northeast,Middle Atlantic,12742,NY - Albany,38,22681.26,11341.92,10485.6
682 - RENAL FAILURE W MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,New York,Northeast,Middle Atlantic,11794,NY - East Long Island,83,52205.02,17808.15,17014.3
